Index Number;Name;Address;Project Status;Occupancy Year;Operator;Clientele- Families;Clientele - Seniors;Clientele - Other;Design - Accessible 1BR;Design - Accessible 2BR;Design - Accessible 3BR;Design - Accessible 4BR;Design - Accessible Studio;Design - Accessible Room;Design - Adaptable 1BR;Design - Adaptable 2BR;Design - Adaptable 3BR;Design - Adaptable 4BR;Design - Standard 1BR;Design - Standard 2BR;Design - Standard 3BR;Design - Standard 4BR;Design - Standard Studio;Design - Standard Room;URL;Geom
257;Mau Dan Gardens Co-op;350 E Pender St;Completed;1982;Mau Dan Gardens Co-op Housing Association;27;0;25;0;0;0;0;0;0;0;0;0;0;25;15;12;0;0;0;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=257;"{""coordinates"": [-123.0957684, 49.27984549], ""type"": ""Point""}"
258;Lesya Ukrainka Manor;827 E Pender St;Completed;1988;Lesya Ukrainka Housing Society;0;26;0;2;0;0;0;0;0;0;0;0;0;19;0;0;0;5;0;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=258;"{""coordinates"": [-123.08649623, 49.28038687], ""type"": ""Point""}"
259;Rose Garden Co-op;853 E Pender St;Completed;1982;Rose Garden Co-op Housing Association;5;0;48;0;0;0;0;0;0;0;0;0;0;6;1;4;0;6;36;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=259;"{""coordinates"": [-123.0858665, 49.28037655], ""type"": ""Point""}"
267;Pendera;133 W Pender St;Completed;1990;BC Indigenous Housing Society;0;109;5;5;0;0;0;0;0;0;0;0;0;109;0;0;0;0;0;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=267;"{""coordinates"": [-123.10855569, 49.28154278], ""type"": ""Point""}"
279;Vancouver Native (Pender St);1725 E Pender St;Completed;1994;BC Indigenous Housing Society;31;7;2;2;0;0;0;0;0;0;0;0;0;7;6;17;8;0;0;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=279;"{""coordinates"": [-123.06970069, 49.28053613], ""type"": ""Point""}"
283;Three Links Plaza;7349 Rebekah Dr;Completed;1984;Affordable Housing Societies;60;0;0;0;2;0;0;0;0;0;0;0;0;0;28;30;0;0;0;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=283;"{""coordinates"": [-123.03881384, 49.2177027], ""type"": ""Point""}"
291;Beulah Garden Homes;2050 Rupert St;Completed;1965;Hopehill;0;48;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;48;0;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=291;"{""coordinates"": [-123.03326161, 49.26621497], ""type"": ""Point""}"
292;Semlin Terrace;100 Semlin Dr;Completed;1977;Metro Vancouver Housing Corporation;12;0;0;0;0;0;0;0;0;0;0;0;0;0;6;6;0;0;0;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=292;"{""coordinates"": [-123.06334994, 49.28365654], ""type"": ""Point""}"
296;Strathearn Court;1873 Spyglass Place;Completed;1984;Metro Vancouver Housing Corporation;76;0;20;2;0;0;0;0;0;0;0;0;0;18;70;6;0;0;0;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=296;"{""coordinates"": [-123.11579149, 49.26864189], ""type"": ""Point""}"
299;Lu'Ma Housing (Templeton Dr);225 N Templeton Dr;Completed;1984;Lu'Ma Native Housing Society;15;0;3;0;0;0;0;0;0;0;0;0;0;3;15;0;0;0;0;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=299;"{""coordinates"": [-123.0600295, 49.28712107], ""type"": ""Point""}"
305;Strathcona Co-op;730 Union St;Completed;1975;Strathcona Co-op Housing Association;7;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;1;0;0;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=305;"{""coordinates"": [-123.08921553, 49.27720434], ""type"": ""Point""}"
319;Southwynd Place;8080 Yukon St;Completed;1976;Vancouver Kiwanis Housing Society;0;89;0;1;0;0;0;8;0;0;0;0;0;13;0;0;0;67;0;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=319;"{""coordinates"": [-123.11404507, 49.21174063], ""type"": ""Point""}"
321;Jeffrey Ross Residence;510 Alexander St;Completed;1993;Lookout Housing and Health Society;0;33;4;4;0;0;0;0;0;0;0;0;0;33;0;0;0;0;0;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=321;"{""coordinates"": [-123.09262135, 49.2837058], ""type"": ""Point""}"
323;Bridgeview Place;238 Davie St;Completed;1993;Brightside Community Homes Foundation;12;55;5;4;0;0;0;0;0;0;0;0;0;56;12;0;0;0;0;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=323;"{""coordinates"": [-123.12370772, 49.27375636], ""type"": ""Point""}"
326;Lion's View - Building I;2950 Euclid Ave;Completed;1993;Brightside Community Homes Foundation;0;44;1;0;0;0;0;0;0;0;0;0;0;45;0;0;0;0;0;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=326;"{""coordinates"": [-123.04369648, 49.24006198], ""type"": ""Point""}"
338;Arbutus Co-op;2260 W 10th Ave;Completed;1999;Arbutus Co-op Housing Association;29;0;24;8;0;0;0;0;0;0;0;0;0;16;18;6;5;0;0;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=338;"{""coordinates"": [-123.15663359, 49.26266126], ""type"": ""Point""}"
345;City Vista;671 W 8th Ave;Completed;1998;Affordable Housing Societies;26;0;0;0;0;0;0;0;0;0;0;0;0;0;9;16;1;0;0;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=345;"{""coordinates"": [-123.11938593, 49.26443301], ""type"": ""Point""}"
348;Muir Manor;2588 Nanaimo St;Completed;1998;Brightside Community Homes Foundation;30;0;4;0;0;0;0;0;0;0;0;0;0;4;22;6;2;0;0;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=348;"{""coordinates"": [-123.0561524, 49.26134544], ""type"": ""Point""}"
356;New Portland Hotel;20 W  Hastings St;Completed;2000;PHS Community Services Society;0;0;86;0;0;0;0;0;8;0;0;0;0;18;0;0;0;0;60;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=356;"{""coordinates"": [-123.10547529, 49.28138819], ""type"": ""Point""}"
357;Windchimes Apartments;144 Heatley Ave;Completed;1993;Raincity Housing and Support Society;0;0;27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;0;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=357;"{""coordinates"": [-123.08914065, 49.28325701], ""type"": ""Point""}"
358;Bruce Eriksen Place;380 Main St;Completed;1998;Neighbourhood Housing Society;0;0;35;0;0;0;0;3;0;0;0;0;0;0;0;0;0;32;0;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=358;"{""coordinates"": [-123.09917453, 49.28168215], ""type"": ""Point""}"
359;New Chelsea Gardens - Family;837 E 52nd Ave;Completed;1996;New Chelsea Society;55;0;0;0;0;0;0;0;0;0;0;0;0;0;25;27;3;0;0;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=359;"{""coordinates"": [-123.08708207, 49.22289499], ""type"": ""Point""}"
364;The Marjorie White Building;1640 Graveley St;Completed;1998;Lu'Ma Native Housing Society;17;0;1;1;0;0;0;0;0;0;0;0;0;1;10;6;0;0;0;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=364;"{""coordinates"": [-123.07051679, 49.27026481], ""type"": ""Point""}"
366;East 16th Apartments;561 E 16th Ave;Completed;2000;Sanford Housing Society;0;0;18;0;0;0;0;1;0;0;0;0;0;0;0;0;0;17;0;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=366;"{""coordinates"": [-123.09238571, 49.25672665], ""type"": ""Point""}"
367;The Edge;275 Alexander St;Completed;1999;The Core Artists Co-op;0;0;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30;0;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=367;"{""coordinates"": [-123.09842997, 49.28443077], ""type"": ""Point""}"
371;Friendship Court;1600 E 8th Ave;Completed;1998;Kettle Society;0;0;18;0;0;0;0;0;0;0;0;0;0;1;2;0;0;15;0;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=371;"{""coordinates"": [-123.0716834, 49.26302735], ""type"": ""Point""}"
373;Maple Hotel;177 E Hastings St;Completed;1999;PHS Community Services Society;0;0;81;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;81;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=373;"{""coordinates"": [-123.10048315, 49.28165538], ""type"": ""Point""}"
379;The Lux;65 E Hastings St;Completed;2009;Raincity Housing and Support Society;0;0;92;0;0;0;0;9;0;0;0;0;0;0;0;0;0;83;0;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=379;"{""coordinates"": [-123.10290041, 49.28169883], ""type"": ""Point""}"
380;Yaletown Mews;201 Alvin Narod Mews;Completed;2001;Affordable Housing Societies;59;0;1;1;7;0;0;0;0;0;0;0;0;0;31;21;0;0;0;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=380;"{""coordinates"": [-123.12004247, 49.27489914], ""type"": ""Point""}"
383;Regal Place Hotel;146 W Hastings St;Completed;2000;PHS Community Services Society;0;0;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40;0;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=383;"{""coordinates"": [-123.10880758, 49.28198916], ""type"": ""Point""}"
394;City Gate Co-op;188 Milross Ave;Completed;2002;City Gate Co-op Hsg Asoc.;92;0;10;0;0;0;0;0;0;0;0;0;0;10;53;25;14;0;0;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=394;"{""coordinates"": [-123.10039806, 49.27563582], ""type"": ""Point""}"
400;Lu'Ma Housing;1254 E 8th Ave;Completed;2004;Lu'Ma Native Housing Society;16;0;6;1;1;1;0;0;0;4;0;0;0;2;4;7;1;1;0;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=400;"{""coordinates"": [-123.07803227, 49.2630781], ""type"": ""Point""}"
402;Vancouver East Co-op;2034 E Pender St;Completed;1981;Vancouver East Co-op Housing Association;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;0;0;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=402;"{""coordinates"": [-123.06279932, 49.27992564], ""type"": ""Point""}"
405;Vancouver East Co-op;1220 Salsbury Dr;Completed;1981;Vancouver East Co-op Housing Association;0;0;8;0;0;0;0;0;0;0;0;0;0;4;0;0;0;4;0;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=405;"{""coordinates"": [-123.06726741, 49.27352487], ""type"": ""Point""}"
411;W.A. Street Homes;761 Prior St;Completed;1986;Affordable Housing Societies;2;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=411;"{""coordinates"": [-123.0883026, 49.27681412], ""type"": ""Point""}"
417;Mole Hill - Phase I;1122 Comox St;Completed;2001;Mole Hill Community Housing Society;2;0;5;0;0;0;0;0;0;0;0;0;0;4;2;0;0;1;0;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=417;"{""coordinates"": [-123.12999955, 49.28201171], ""type"": ""Point""}"
420;Mole Hill - Phase I;1146 Comox St;Completed;2001;Mole Hill Community Housing Society;1;0;5;0;0;0;0;0;0;0;0;0;0;5;0;1;0;0;0;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=420;"{""coordinates"": [-123.13049068, 49.28232982], ""type"": ""Point""}"
422;Mole Hill - Phase I;1137 Pendrell St;Completed;2002;Mole Hill Community Housing Society;1;0;6;0;0;0;0;0;0;0;0;0;0;4;1;0;0;2;0;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=422;"{""coordinates"": [-123.1306738, 49.28181043], ""type"": ""Point""}"
424;Mole Hill - Phase II;1154 Comox St;Completed;2003;Mole Hill Community Housing Society;6;0;3;0;0;0;0;0;0;0;0;0;0;2;5;1;0;1;0;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=424;"{""coordinates"": [-123.13068653, 49.2824566], ""type"": ""Point""}"
425;Mole Hill - Phase II;1160 Comox St;Completed;2003;Mole Hill Community Housing Society;1;0;4;0;0;0;0;0;0;0;0;0;0;1;1;0;0;3;0;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=425;"{""coordinates"": [-123.1307847, 49.2825202], ""type"": ""Point""}"
426;Mole Hill - Phase II;1164 Comox St;Completed;2002;Mole Hill Community Housing Society;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=426;"{""coordinates"": [-123.13093281, 49.28261614], ""type"": ""Point""}"
427;Mole Hill - Phase II;1170 Comox St;Completed;2003;Mole Hill Community Housing Society;1;0;2;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=427;"{""coordinates"": [-123.13108016, 49.2827116], ""type"": ""Point""}"
434;Mole Hill - Phase II;1157 Pendrell St;Completed;2003;Mole Hill Community Housing Society;1;0;8;0;0;0;0;0;0;0;0;0;0;7;1;0;0;1;0;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=434;"{""coordinates"": [-123.1311698, 49.28213766], ""type"": ""Point""}"
440;Mole Hill - Phase II;1119 Thurlow St;Completed;2003;Mole Hill Community Housing Society;0;0;7;0;0;0;0;0;0;0;0;0;0;6;0;0;0;1;0;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=440;"{""coordinates"": [-123.13018469, 49.28131028], ""type"": ""Point""}"
478;Semlin Terrace;200 Semlin Dr;Completed;1977;Metro Vancouver Housing Corporation;12;0;0;0;0;0;0;0;0;0;0;0;0;0;6;6;0;0;0;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=478;"{""coordinates"": [-123.06336388, 49.2827525], ""type"": ""Point""}"
483;Woodwards - singles;131 W Hastings St;Completed;2010;PHS Community Services Society;0;0;125;0;0;0;0;5;0;0;0;0;0;0;0;0;0;120;0;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=483;"{""coordinates"": [-123.10776232, 49.28276526], ""type"": ""Point""}"
485;Central Residence;42 E Cordova St;Completed;2003;City of Vancouver;0;65;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;60;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=485;"{""coordinates"": [-123.10326481, 49.28208473], ""type"": ""Point""}"
492;Access Co-op North;2864 E 5th Ave;Completed;1983;Access Co-op Housing Association;7;0;8;4;4;0;0;0;0;0;0;0;0;3;3;0;0;1;0;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=492;"{""coordinates"": [-123.04557776, 49.26540171], ""type"": ""Point""}"
493;Granville Residence;1261 Granville St;Completed;2005;City of Vancouver;0;0;83;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;83;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=493;"{""coordinates"": [-123.12746742, 49.27669007], ""type"": ""Point""}"
503;The Beechwood;3355 E 4th Avenue;Completed;2006;Hopehill;0;61;0;0;0;0;0;0;0;0;0;0;0;48;0;0;0;13;0;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=503;"{""coordinates"": [-123.03143236, 49.26621509], ""type"": ""Point""}"
530;Southview Heights;3131 E 58th Ave;Completed;2007;Salvation Army;0;57;0;0;0;0;0;0;0;0;0;0;0;57;0;0;0;0;0;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=530;"{""coordinates"": [-123.04055272, 49.21773661], ""type"": ""Point""}"
533;Marin Vista;8475 Duff St;Completed;1985;Affordable Housing Societies;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;0;0;0;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=533;"{""coordinates"": [-123.06481634, 49.20776282], ""type"": ""Point""}"
597;Sanford Apartments;1601 W 7th Av;Completed;2012;Sanford Housing Society;0;0;62;0;0;0;0;0;0;0;0;0;0;0;0;0;0;62;0;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=597;"{""coordinates"": [-123.14131128, 49.26563829], ""type"": ""Point""}"
634;Aboriginal Children's Village;2980 Nanaimo;Completed;2012;Lu'Ma Native Housing Society;18;0;6;0;0;0;0;0;0;0;0;0;0;3;5;12;1;3;0;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=634;"{""coordinates"": [-123.05614045, 49.25719768], ""type"": ""Point""}"
647;Olympic Village - Parcel 9;80 Walter Hardwick Ave.;Completed;2010;S.U.C.C.E.S.S.;6;35;26;4;0;0;0;0;0;57;6;0;0;0;0;0;0;0;0;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=647;"{""coordinates"": [-123.1057161, 49.27075307], ""type"": ""Point""}"
648;Olympic Village - Parcel 5;122 Walter Hardwick Ave.;Completed;2010;S.U.C.C.E.S.S.;42;20;39;5;0;0;0;0;0;54;12;16;14;0;0;0;0;0;0;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=648;"{""coordinates"": [-123.10760298, 49.27078693], ""type"": ""Point""}"
649;Athletes Village Co-op;151 W. 1st Ave.;Completed;2010;Co-operative Housing Federation of BC;77;0;7;4;0;0;0;0;0;0;0;0;0;3;60;17;0;0;0;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=649;"{""coordinates"": [-123.10861889, 49.27064319], ""type"": ""Point""}"
668;The Rice Block;404 Hawks Ave;Completed;2007;Atira Women’s Resource Society;0;0;38;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=668;"{""coordinates"": [-123.08690641, 49.28086915], ""type"": ""Point""}"
692;Dany Guincher House;1436 West 71st Avenue;Completed;2008;Tikva Housing Society;0;0;11;0;0;0;0;0;0;0;0;0;0;9;1;0;0;1;0;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=692;"{""coordinates"": [-123.13817325, 49.20677619], ""type"": ""Point""}"
705;Linden Tree Place;2304 W 8th Av;Completed;2012;Kitsilano Neighbourhood House;0;35;10;8;2;0;0;0;0;0;0;0;0;33;1;0;0;1;0;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=705;"{""coordinates"": [-123.15800935, 49.26456261], ""type"": ""Point""}"
708;Coast Project Commercial Dr;618 Commercial Dr;Completed;2010;Coast Mental Health;0;0;18;0;0;0;0;0;0;0;0;0;0;16;2;0;0;0;0;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=708;"{""coordinates"": [-123.0701159, 49.27910862], ""type"": ""Point""}"
710;Heritage Co-op Addition;728 W 8th Ave;Completed;2012;Heritage Co-op Housing Association;0;0;5;0;0;0;0;0;0;0;0;0;0;4;0;0;0;1;0;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=710;"{""coordinates"": [-123.12046637, 49.2639696], ""type"": ""Point""}"
716;Red Oak Place;2325 W 7th Ave;Completed;2014;Kitsilano Neighbourhood House;0;15;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=716;"{""coordinates"": [-123.15806282, 49.26590631], ""type"": ""Point""}"
723;Kingsway Continental;3484 Kingsway;Completed;2014;City of Vancouver;0;123;0;0;0;0;0;2;0;0;;;;0;0;0;0;55;66;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=723;"{""coordinates"": [-123.03124616, 49.23140021], ""type"": ""Point""}"
726;May Wah Hotel;256 E Pender St;Completed;2017;PHS Community Services Society;0;120;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;120;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=726;"{""coordinates"": [-123.0981439, 49.28009111], ""type"": ""Point""}"
727;SUCCESS Pender Residence;333 E Pender St;Completed;2021;S.U.C.C.E.S.S.;62;0;0;;;;;;;;;;;;;;;62;;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=727;"{""coordinates"": [-123.09633964, 49.28058017], ""type"": ""Point""}"
760;Cordovan;557 E Cordova St;Completed;2015;MPA Society;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=760;"{""coordinates"": [-123.09214537, 49.28239934], ""type"": ""Point""}"
775;Brice Apartments;1720 Kingsway;Completed;2017;Sanford Housing Society;0;0;48;0;0;0;0;0;0;0;0;0;0;48;0;0;0;0;0;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=775;"{""coordinates"": [-123.06946375, 49.24684661], ""type"": ""Point""}"
786;41 E Hastings;41 E Hastings St;Completed;2018;Atira Women’s Resource Society;0;0;120;;;;;0;;;;;;;;;;120;;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=786;"{""coordinates"": [-123.10334078, 49.28172425], ""type"": ""Point""}"
791;Vancouver Masonic Centre;1495 W 8th Ave;Completed;2021;Vancouver Masonic Centre;39;0;111;;3;;;5;;;;;;41;34;2;;65;;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=791;"{""coordinates"": [-123.13751409, 49.26497349], ""type"": ""Point""}"
792;946-950 Main St;946 - 950 Main St;Completed;2021;Lu'Ma Native Housing Society;0;0;26;;;;;;;;;;;4;;;;22;;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=792;"{""coordinates"": [-123.09948504, 49.27598238], ""type"": ""Point""}"
798;Hannelore;5688 Ash St;Completed;2019;Oakridge Lutheran Church Housing Society;16;0;30;;;;;;;;;;;15;16;;;15;;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=798;"{""coordinates"": [-123.11760049, 49.23385582], ""type"": ""Point""}"
800;Pearson Dogwood - Phase 5;500-650 W 57th Ave;Approved;;;90;0;90;;;;;;;;;;;45;54;36;;45;;;"{""coordinates"": [-123.11780837, 49.21835764], ""type"": ""Point""}"
802;Roddan Lodge;124 Dunlevy Ave;Completed;2021;City of Vancouver;19;0;194;;;;;10;;;;;;19;19;;;165;;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=802;"{""coordinates"": [-123.0948261, 49.28373962], ""type"": ""Point""}"
811;Ch’ich’iyúy;401 Jackson Ave;Under Construction;;Aboriginal Land Trust Society;27;0;145;;;;;;;;;;;37;27;0;;108;;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=811;
814;177 W Pender;177 W Pender St;Under Construction;;Community Land Trust Foundation of BC;7;0;69;;;;;4;;;;;;2;6;1;;63;0;;"{""coordinates"": [-123.10920892, 49.28166995], ""type"": ""Point""}"
815;Chelsea Marine (Building 2);75 SW Marine Dr;Completed;2022;New Chelsea Society;25;0;29;3;;;;;;;;;;12;19;10;;10;;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=815;"{""coordinates"": [-123.10773385, 49.21271041], ""type"": ""Point""}"
819;320 E Hastings St;320 E Hastings St;Under Construction;;;0;0;105;;;;;;;;;;;49;;;;56;;;"{""coordinates"": [-123.09704179, 49.28098552], ""type"": ""Point""}"
831;Oakridge Centre - Phase 1 Building 2;650 W 41st Ave;Under Construction;;Sanford Housing Society;75;0;112;;;;;;;;;;;60;48;27;;52;;;
839;220 Terminal;220 Terminal Ave;Completed;2017;City of Vancouver;0;0;40;0;0;0;0;4;0;0;0;0;0;0;0;0;0;36;0;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=839;"{""coordinates"": [-123.09968569, 49.27237498], ""type"": ""Point""}"
849;625-777 Pacific St;625-777 Pacific St;Approved;;More Than A Roof Housing Society;97;0;97;;;;;;;;;;;58;58;39;;39;;;"{""coordinates"": [-123.12818293, 49.27489867], ""type"": ""Point""}"
852;1190 Burrard St;1190 Burrard St;Under Construction;;McLaren Housing Society of BC;48;0;106;8;;;;;;;;;;11;44;4;;87;;;
854;The Rupert;2050 Rupert St;Under Construction;;Hopehill;0;64;0;1;;;;12;;;;;;13;;;;38;;;"{""coordinates"": [-123.03326161, 49.26621497], ""type"": ""Point""}"
857;5250 Ash St;5250 Ash St;Approved;;;39;0;41;;2;2;;;;;;;;25;27;12;;16;;;"{""coordinates"": [-123.1173014, 49.2376526], ""type"": ""Point""}"
859;3279 - 3297 Vanness Ave;3279 - 3297 Vanness Ave;Under Construction;;;37;0;65;;;;;;;;;;;13;26;11;;52;;;
862;3819 Boundary;3819 Boundary Rd;Completed;2021;Lu'Ma Native Housing Society;6;0;17;;;;;;;;;;;16;6;;;1;;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=862;"{""coordinates"": [-123.02424893, 49.25040035], ""type"": ""Point""}"
866;Alder;3625 Sawmill Crescent;Completed;2021;Catalyst Community Developments Society;83;0;36;4;5;6;;3;;;;;;20;42;30;;9;;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=866;"{""coordinates"": [-123.02444018, 49.20668835], ""type"": ""Point""}"
869;1102 - 1138 E Georgia St;1102 - 1138 E Georgia St;Completed;2024;Anhart Community Housing Society;5;0;5;;;;;;;;;;;5;5;;;;;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=869;"{""coordinates"": [-123.08077596, 49.27797526], ""type"": ""Point""}"
871;Florence Manor;1325 Burnaby St;Completed;2000;Brightside Community Homes Foundation;0;15;0;0;0;0;0;0;0;0;0;0;0;11;0;0;0;4;0;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=871;"{""coordinates"": [-123.13613725, 49.28256925], ""type"": ""Point""}"
883;1001 Kingsway;1001 Kingsway;Proposed;;;14;0;52;3;3;;;3;;;;;;17;9;5;0;35;0;;"{""coordinates"": [-123.08348134, 49.25412044], ""type"": ""Point""}"
889;Aaron Webster Housing Cooperative;1885 E Pender St;Proposed;;;28;0;36;1;1;;;;;;;;;11;17;10;;24;0;;"{""coordinates"": [-123.06602928, 49.28048558], ""type"": ""Point""}"
890;Heather Lands;4949-5255 Heather St & 657 W 37th Ave;Approved;;;270;0;270;;;;;;;;;;;161;162;108;0;109;0;;"{""coordinates"": [-123.12185811, 49.24025538], ""type"": ""Point""}"
